,gene_name,entrez_id
8459,ZNF101,94039
8460,ATRN,8455
8461,RNF183,138065
8462,S100G,795
8463,MCIDAS,345643
8464,ZNF559-ZNF177,100529215
8465,FUT2,2524
8466,CNOT8,9337
8467,AMIGO3,386724
8468,KLF8,11279
8469,IRX3,79191
8470,ZNF577,84765
8471,MRPL22,29093
8472,IFNL2,282616
8473,ZNF804A,91752
8474,CA5A,763
8475,GRHL2,79977
8476,CCDC103,388389
8477,RND3,390
8478,KRT10,3858
8479,SLC25A28,81894
8480,SUSD4,55061
8481,PTGIR,5739
8482,ZNF235,9310
8483,ALG13,79868
8484,OR8J3,81168
8485,TRMT6,51605
8486,BICDL1,92558
8487,CCDC137,339230
8488,ZIM2,23619
8489,ARPP21,10777
8490,CPA3,1359
8491,POTEB2,100287399
8492,SFTPB,6439
8493,IL27RA,9466
8494,KCNG2,26251
8495,NAA38,84316
8496,KMT2B,9757
8497,FGF18,8817
8498,TJP1,7082
8499,ALDH3B2,222
8500,SPAG17,200162
8501,PSMB7,5695
8502,NNMT,4837
8503,SIGLEC11,114132
8504,HLCS,3141
8505,MRPL44,65080
8506,AMPD3,272
8507,HSPA4,3308
8508,CCDC189,90835
8509,MAGEB16,139604
8510,SPA17,53340
8511,BBOF1,80127
8512,OR6N1,128372
8513,PSME4,23198
8514,GINS2,51659
8515,CDHR2,54825
8516,CLRN1,7401
8517,RBMX2,51634
8518,OR7G2,390882
8519,GSR,2936
8520,ATP5PB,515
8521,CPNE7,27132
8522,PMP22,5376
8523,MUC16,94025
8524,BLK,640
8525,CYP11B2,1585
8526,FKTN,2218
8527,DYNC1LI1,51143
8528,C15orf41,84529
8529,NAA40,79829
8530,ERBIN,55914
8531,ZNF260,339324
8532,KRT20,54474
8533,MN1,4330
8534,CYP4F22,126410
8535,TMEM144,55314
8536,BGLAP,632
8537,TMEM213,155006
8538,RTN4RL2,349667
8539,CCL23,6368
8540,TUSC3,7991
8541,ARFGEF1,10565
8542,PLEKHM3,389072
8543,KIF17,57576
8544,KRT5,3852
8545,RPN1,6184
8546,NEK4,6787
8547,SARDH,1757
8548,CD4,920
8549,SPDYE4,388333
8550,ABHD17C,58489
8551,CLDN24,100132463
8552,CCT5,22948
8553,PCK2,5106
8554,FAM114A2,10827
8555,PLXDC2,84898
8556,ZC3HAV1,56829
8557,RUNX3,864
8558,HARBI1,283254
8559,ZBTB48,3104
8560,RORA,6095
8561,ZNF723,646864
8562,C2orf92,728537
8563,MGLL,11343
8564,SHARPIN,81858
8565,AGTR2,186
8566,SMCO3,440087
8567,S1PR2,9294
8568,ZNF267,10308
8569,KLHL30,377007
8570,PREX2,80243
8571,ZDHHC18,84243
8572,RASAL1,8437
8573,DPP9,91039
8574,SLC6A12,6539
8575,BMP15,9210
8576,CTSA,5476
8577,FAM185A,222234
8578,LAMB4,22798
8579,DCAF4,26094
8580,ZCCHC3,85364
8581,ZNF254,9534
8582,USP16,10600
8583,SRGAP1,57522
8584,ZNF444,55311
8585,ACAD8,27034
8586,AFF3,3899
8587,MYLK,4638
8588,ATP1B3,483
8589,DALRD3,55152
8590,ARIH1,25820
8591,OR2B3,442184
8592,PLIN2,123
8593,CCNK,8812
8594,SPATA19,219938
8595,CEP104,9731
8596,IL17RC,84818
8597,SLC34A1,6569
8598,OR4F15,390649
8599,CHST9,83539
8600,ADGRG1,9289
8601,FAM114A1,92689
8602,C6orf132,647024
8603,LSM7,51690
8604,KIT,3815
8605,TMSB15A,11013
8606,SPAG5,10615
8607,RNASEH2A,10535
8608,ADCK1,57143
8609,PAN3,255967
8610,ZNF513,130557
8611,RIPOR1,79567
8612,ZNF562,54811
8613,IPPK,64768
8614,MBD3L3,653657
8615,SRRM1,10250
8616,SYBU,55638
8617,ACBD4,79777
8618,ANKDD1B,728780
8619,MUTYH,4595
8620,EXOSC6,118460
8621,NR3C2,4306
8622,ST18,9705
8623,EIF2D,1939
8624,KCNRG,283518
8625,ATXN10,25814
8626,DACT3,147906
8627,PGBD5,79605
8628,NHLH2,4808
8629,KLRF2,100431172
8630,USP3,9960
8631,TRIM63,84676
8632,MLST8,64223
8633,MAPK1,5594
8634,UTRN,7402
8635,KIF13B,23303
8636,SAMD12,401474
8637,LMF2,91289
8638,ETFBKMT,254013
8639,MYZAP,100820829
8640,ITGA11,22801
8641,SPANXB1,728695
8642,CHRNB3,1142
8643,TCAP,8557
8644,KCNH3,23416
8645,BTNL8,79908
8646,LY96,23643
8647,SMR3B,10879
8648,KDELR1,10945
8649,TDRD10,126668
8650,PTBP2,58155
8651,KCTD14,65987
8652,SYPL2,284612
8653,KRT222,125113
8654,PPP1R27,116729
8655,ZFP69,339559
8656,RBAK,57786
8657,EBF2,64641
8658,KLRG1,10219
8659,STK38L,23012
8660,VSTM4,196740
8661,UGT1A4,54657
8662,FHOD1,29109
8663,CASQ1,844
8664,PRAC1,84366
8665,GSN,2934
8666,IPO9,55705
8667,PCDHGA3,56112
8668,CLCA4,22802
8669,CEP350,9857
8670,SCGB1C1,147199
8671,CAPZB,832
8672,GIP,2695
8673,PDCL3,79031
8674,TNK2,10188
8675,STARD7,56910
8676,ELAVL3,1995
8677,MBNL1,4154
8678,HTR6,3362
8679,TBP,6908
8680,SLC16A2,6567
8681,DOCK5,80005
8682,SELENOM,140606
8683,DCUN1D5,84259
8684,CXCR2,3579
8685,MAP3K7CL,56911
8686,AGAP4,119016
8687,DOLK,22845
8688,IL16,3603
8689,MPZL3,196264
8690,ARNTL2,56938
8691,POM121,9883
8692,HP1BP3,50809
8693,YME1L1,10730
8694,ANKRD40,91369
8695,SCN9A,6335
8696,EPB41L5,57669
8697,RPL10L,140801
8698,UGDH,7358
8699,VDAC3,7419
8700,NDUFB10,4716
8701,GNG10,2790
8702,CTXND1,100996492
8703,GPR17,2840
8704,DNAJC1,64215
8705,MBD5,55777
8706,PPDPFL,492307
8707,TOE1,114034
8708,DTD2,112487
8709,GTSE1,51512
8710,C12orf45,121053
8711,GPATCH8,23131
8712,TRAK1,22906
8713,SNX27,81609
8714,FCHO2,115548
8715,NOX3,50508
8716,PTX3,5806
8717,CHSY1,22856
8718,NUDT5,11164
8719,MAP3K9,4293
8720,EVL,51466
8721,APLF,200558
8722,ADH6,130
8723,WDR59,79726
8724,TIMM9,26520
8725,CLIP2,7461
8726,GPSM2,29899
8727,TGFB1,7040
8728,TMEM126B,55863
8729,METTL27,155368
8730,SLC26A4,5172
8731,CEBPA,1050
8732,EPHB2,2048
8733,DCDC2,51473
8734,DPRX,503834
8735,CFAP99,402160
8736,MFAP3,4238
8737,MGST1,4257
8738,FUS,2521
8739,FNDC8,54752
8740,FBXW12,285231
8741,COL4A3,1285
8742,ZRANB3,84083
8743,MRM2,29960
8744,CNOT7,29883
8745,OR2T6,254879
8746,OR6K3,391114
8747,LDHA,3939
8748,KRT86,3892
8749,SEMA5B,54437
8750,DLG5,9231
8751,C6orf136,221545
8752,CSF2RA,1438
8753,KCNC3,3748
8754,SP5,389058
8755,ZSWIM7,125150
8756,RAC2,5880
8757,HEBP1,50865
8758,UGT3A1,133688
8759,KIF3A,11127
8760,BACE2,25825
8761,NUCKS1,64710
8762,FGFBP2,83888
8763,PEX14,5195
8764,LZTS3,9762
8765,HEPH,9843
8766,MCM6,4175
8767,UGT8,7368
8768,SIK2,23235
8769,TTC26,79989
8770,MRPL14,64928
8771,SLC22A18AS,5003
8772,CLVS2,134829
8773,TRMT61B,55006
8774,LRRC4,64101
8775,THAP9,79725
8776,MTOR,2475
8777,DNAJC25,548645
8778,PSMB11,122706
8779,CEP131,22994
8780,AGR3,155465
8781,PCDHB4,56131
8782,OSGIN1,29948
8783,KLHL11,55175
8784,ARPC5L,81873
8785,CLMP,79827
8786,ERG28,11161
8787,NAA60,79903
8788,UBE4B,10277
8789,SPHKAP,80309
8790,COL5A1,1289
8791,ANKRD13A,88455
8792,DEF8,54849
8793,IFT80,57560
8794,COQ5,84274
8795,CYP4A22,284541
8796,OR52A5,390054
8797,TOMM5,401505
8798,HTR2C,3358
8799,UNC119B,84747
8800,DNASE1,1773
8801,ARHGEF11,9826
8802,HHIPL2,79802
8803,STRN,6801
8804,SPAG1,6674
8805,PADI6,353238
8806,AZI2,64343
8807,ABHD10,55347
8808,KLRC3,3823
8809,SDHAF4,135154
8810,RBM18,92400
8811,C19orf53,28974
8812,EHHADH,1962
8813,APOO,79135
8814,OR6C6,283365
8815,ITGAD,3681
8816,CD209,30835
8817,FERMT1,55612
8818,DPH3,285381
8819,DOCK7,85440
8820,PI16,221476
8821,MTA2,9219
8822,FBXO48,554251
8823,SLFN11,91607
8824,PRAMEF2,65122
8825,NR1H3,10062
8826,JPT2,90861
8827,C7orf61,402573
8828,WDR83,84292
8829,AMER1,139285
8830,FGF6,2251
8831,MTHFR,4524
8832,GPR156,165829
8833,TRMT9B,57604
8834,MAGEE2,139599
8835,HCFC1R1,54985
8836,RPS19,6223
8837,FCGR1A,2209
8838,WASF1,8936
8839,PCSK2,5126
8840,TMEM63C,57156
8841,DTHD1,401124
8842,LRP11,84918
8843,SNAP23,8773
8844,FAM98C,147965
8845,URGCP,55665
8846,SERPINA1,5265
8847,TMCO6,55374
8848,NYX,60506
8849,CD247,919
8850,CDH19,28513
8851,OR5K1,26339
8852,OVGP1,5016
8853,FDX1,2230
8854,MUC2,4583
8855,P2RY11,5032
8856,NTMT1,28989
8857,UBFD1,56061
8858,CERS2,29956
8859,APBA3,9546
8860,TNFRSF25,8718
8861,TRHDE,29953
8862,PSMG3,84262
8863,EVI5,7813
8864,MRPL39,54148
8865,FIGNL1,63979
8866,ETNPPL,64850
8867,SF3B5,83443
8868,CNTLN,54875
8869,DNAJA1,3301
8870,TSPAN14,81619
8871,NT5DC3,51559
8872,SGSM1,129049
8873,RRP15,51018
8874,RGMA,56963
8875,COL4A2,1284
8876,ABHD17A,81926
8877,DDX39B,7919
8878,RTL8A,26071
8879,PXN,5829
8880,RNPEPL1,57140
8881,B9D2,80776
8882,PRDM11,56981
8883,AGPS,8540
8884,ZNF133,7692
8885,FMR1,2332
8886,KRT16,3868
8887,PTCD2,79810
8888,BMT2,154743
8889,UST,10090
8890,EMX2,2018
8891,CRELD2,79174
8892,ZSCAN1,284312
8893,NFAM1,150372
8894,LVRN,206338
8895,PTPRB,5787
8896,ACTA2,59
8897,TPTE2,93492
8898,RBM20,282996
8899,TMEM9B,56674
8900,KRTAP1-1,81851
8901,SLC25A42,284439
8902,ST3GAL2,6483
8903,SGIP1,84251
8904,CHST2,9435
8905,CENPN,55839
8906,GBP5,115362
8907,OPA3,80207
8908,ZNF721,170960
8909,ANXA5,308
8910,CCDC167,154467
8911,ARHGEF7,8874
8912,TOB1,10140
8913,PGAP3,93210
8914,CHRNB1,1140
8915,MRGPRD,116512
8916,KRTAP19-7,337974
8917,OTUD1,220213
8918,ZYX,7791
8919,ZBTB9,221504
8920,KRT73,319101
8921,C6orf141,135398
8922,NKX2-4,644524
8923,KCNN3,3782
8924,CDK5RAP1,51654
8925,APEX1,328
8926,C12orf42,374470
8927,ZNF510,22869
8928,HOXC4,3221
8929,TIGD6,81789
8930,CD7,924
8931,OR4E1,26687
8932,STK36,27148
8933,TRPS1,7227
8934,ITIH6,347365
8935,SLC9A2,6549
8936,GRIN2C,2905
8937,ZNF681,148213
8938,BHLHA9,727857
8939,PCDHAC1,56135
8940,SORBS2,8470
8941,PDLIM7,9260
8942,NXF5,55998
8943,OR51G1,79324
8944,CFLAR,8837
8945,JAM3,83700
8946,TERB2,145645
8947,TBX21,30009
8948,UNC5C,8633
8949,PLVAP,83483
8950,LEUTX,342900
8951,BTRC,8945
8952,SIX4,51804
8953,ARHGEF26,26084
8954,CCDC92,80212
8955,C21orf58,54058
8956,SAT1,6303
8957,TNS3,64759
8958,CNBP,7555
8959,APH1A,51107
8960,GEMIN6,79833
8961,FUT9,10690
8962,KLHL3,26249
8963,OBP2A,29991
8964,CCL17,6361
8965,CNOT2,4848
8966,ZNF350,59348
8967,IL18R1,8809
8968,PRAMEF19,645414
8969,CALD1,800
8970,TPRG1L,127262
8971,ZFP57,346171
8972,ARMC10,83787
8973,CELSR3,1951
8974,RFT1,91869
8975,GRPR,2925
8976,CENPK,64105
8977,HELB,92797
8978,RALGPS2,55103
8979,SRR,63826
8980,RXFP3,51289
8981,FAIM2,23017
8982,MEX3A,92312
8983,ZNF207,7756
8984,PAIP2B,400961
8985,ENAM,10117
8986,PCBD2,84105
8987,GPR63,81491
8988,COLEC12,81035
8989,TDO2,6999
8990,TEX13B,56156
8991,ZBTB14,7541
8992,IDI1,3422
8993,PI4K2A,55361
8994,TPR,7175
8995,SCN4B,6330
8996,C1orf50,79078
8997,SIRPD,128646
8998,FMO4,2329
8999,CNPY1,285888
9000,GNAI2,2771
9001,PLEKHG6,55200
9002,OSBPL8,114882
9003,XRN2,22803
9004,MTX1,4580
9005,ELAVL2,1993
9006,DPP3,10072
9007,KRTAP5-11,440051
9008,GATA4,2626
9009,LCE1D,353134
9010,PSMA6,5687
9011,OR5K2,402135
9012,RAB24,53917
9013,SAMD3,154075
9014,DNAAF3,352909
9015,ANKMY1,51281
9016,MAN2C1,4123
9017,TIAF1,9220
9018,GHR,2690
9019,PPIL4,85313
9020,GNAT3,346562
9021,PRKCI,5584
9022,HSPB8,26353
9023,ZNF682,91120
9024,PFKFB1,5207
9025,SMIM20,389203
9026,IL15RA,3601
9027,PSME1,5720
9028,CYCS,54205
9029,THSD7B,80731
9030,MRPL37,51253
9031,AADAT,51166
9032,OTOP3,347741
9033,STX1A,6804
9034,YAF2,10138
9035,GGT7,2686
9036,GAS7,8522
9037,TMEM41A,90407
9038,WDR86,349136
9039,ZNF439,90594
9040,VGLL2,245806
9041,TAGAP,117289
9042,RP1L1,94137
9043,CACUL1,143384
9044,VAPA,9218
9045,SLC5A8,160728
9046,GART,2618
9047,CDKAL1,54901
9048,LEAP2,116842
9049,FOXO1,2308
9050,SLC4A9,83697
9051,DCTN3,11258
9052,POLE,5426
9053,CYP39A1,51302
9054,ETHE1,23474
9055,PODN,127435
9056,MYF6,4618
9057,PTPN20,26095
9058,CHAD,1101
9059,CD200,4345
9060,RSC1A1,6248
9061,WDR55,54853
9062,C20orf141,128653
9063,CHRM5,1133
9064,DUSP13,51207
9065,ASCC3,10973
9066,COG7,91949
9067,PRLR,5618
9068,FDPS,2224
9069,DTX3L,151636
9070,BRD2,6046
9071,WFDC10B,280664
9072,BCAR1,9564
9073,CLDN23,137075
9074,NUGGC,389643
9075,SDCBP,6386
9076,TRAPPC2B,10597
9077,ASCC1,51008
9078,GFM1,85476
9079,WDR53,348793
9080,DDR1,780
9081,NFYA,4800
9082,SYN2,6854
9083,SPAM1,6677
9084,PTK6,5753
9085,SLC25A38,54977
9086,ERICH3,127254
9087,TRIM9,114088
9088,CD93,22918
9089,ZSCAN4,201516
9090,KRTAP5-6,440023
9091,ELAVL4,1996
9092,SOCS4,122809
9093,CCR7,1236
9094,AHNAK2,113146
9095,UGT2A2,574537
9096,MAGEB10,139422
9097,CPXCR1,53336
9098,MAGED1,9500
9099,OR13H1,347468
9100,SRSF5,6430
9101,SAMD11,148398
9102,PITRM1,10531
9103,EDIL3,10085
9104,CLU,1191
9105,CMPK2,129607
9106,FAM221B,392307
9107,MSMP,692094
9108,MINPP1,9562
9109,IGSF1,3547
9110,PID1,55022
9111,STOX2,56977
9112,DOK2,9046
9113,POTEF,728378
9114,PTTG1IP,754
9115,RARRES2,5919
9116,PTGER3,5733
9117,PPP1R36,145376
9118,SNTN,132203
9119,ADCY2,108
9120,GPR15,2838
9121,REEP1,65055
9122,LRRC14B,389257
9123,DNASE1L3,1776
9124,CMTM6,54918
9125,CSH2,1443
9126,RPS6KA6,27330
9127,C10orf105,414152
9128,TBX5,6910
9129,TTC39B,158219
9130,RIPOR3,140876
9131,DDTL,100037417
9132,OR1D2,4991
9133,C1GALT1,56913
9134,FGGY,55277
9135,KRT7,3855
9136,DIRAS2,54769
9137,PLD6,201164
9138,TFE3,7030
9139,ATF6,22926
9140,PHLDA1,22822
9141,ARAP3,64411
9142,SLC22A31,146429
9143,MRPS23,51649
9144,B3GAT3,26229
9145,BLCAP,10904
9146,XIRP1,165904
9147,TRIM23,373
9148,LMBR1,64327
9149,MSANTD3,91283
9150,CMTM4,146223
9151,ABRA,137735
9152,IL20RA,53832
9153,CALCOCO2,10241
9154,EIF3G,8666
9155,GAGE1,2543
9156,ZP4,57829
9157,NACC1,112939
9158,NELFA,7469
9159,BAMBI,25805
9160,NEK8,284086
9161,C21orf91,54149
9162,PLRG1,5356
9163,FAM153A,285596
9164,NEDD8-MDP1,100528064
9165,ETV2,2116
9166,COL22A1,169044
9167,CYP26A1,1592
9168,OR8H1,219469
9169,GAPVD1,26130
9170,PATE3,100169851
9171,ABHD2,11057
9172,ASNS,440
9173,ITPR2,3709
9174,PNMA3,29944
9175,ZNF331,55422
9176,IGHMBP2,3508
9177,COPG1,22820
9178,RHOV,171177
9179,NRL,4901
9180,TTC8,123016
9181,VNN3,55350
9182,SLC24A1,9187
9183,DKK4,27121
9184,NMRAL1,57407
9185,TTC22,55001
9186,ALPK1,80216
9187,FBN1,2200
9188,LIPJ,142910
9189,NWD1,284434
9190,NAALADL2,254827
9191,CAPN12,147968
9192,RHO,6010
9193,ENC1,8507
9194,GLUD2,2747
9195,RPS6KB2,6199
9196,OR2T33,391195
9197,TSPAN11,441631
9198,MND1,84057
9199,ZNF581,51545
9200,ZNF195,7748
9201,ZNF76,7629
9202,GABPA,2551
9203,PALB2,79728
9204,B3GNT3,10331
9205,TAF8,129685
9206,PET117,100303755
9207,MEA1,4201
9208,SLC35G5,83650
9209,MKX,283078
9210,RBM15B,29890
9211,ZFAND3,60685
9212,ELFN1,392617
9213,PRKAR2B,5577
9214,SLC12A1,6557
9215,FXYD7,53822
9216,LRRC8C,84230
9217,TMEFF1,8577
9218,NOP10,55505
9219,GID8,54994
9220,TREML4,285852
9221,UBE2F,140739
9222,SCAI,286205
9223,LRRFIP1,9208
9224,RAB8B,51762
9225,FAM214B,80256
9226,RPS6KA3,6197
9227,TMUB1,83590
9228,LDLRAD3,143458
9229,TTC5,91875
9230,IRF3,3661
9231,FSCB,84075
9232,MEMO1,51072
9233,ECEL1,9427
9234,PARVB,29780
9235,DEFB110,245913
9236,DEFB135,613209
9237,WDR63,126820
9238,NPR1,4881
9239,CTCF,10664
9240,BTNL9,153579
9241,C7orf25,79020
9242,CCT8L2,150160
9243,OR8B4,283162
9244,PNKP,11284
9245,PRRT3,285368
9246,SLC9A6,10479
9247,ELP1,8518
9248,HAVCR2,84868
9249,SCIMP,388325
9250,ESR1,2099
9251,NPFFR1,64106
9252,PARN,5073
9253,THBS3,7059
9254,MORN1,79906
9255,JMY,133746
9256,CEMIP2,23670
9257,TNFAIP8L1,126282
9258,HERC2,8924
9259,UBE2R2,54926
9260,NPAP1,23742
9261,GTF3A,2971
9262,LATS2,26524
9263,PPP5C,5536
9264,SFRP2,6423
9265,LTA4H,4048
9266,MAPT,4137
9267,ROBO2,6092
9268,NBAS,51594
9269,RIN1,9610
9270,PSMB6,5694
9271,RNF181,51255
9272,RAPGEF2,9693
9273,AMPD1,270
9274,ZNF324,25799
9275,AGPAT5,55326
9276,GPR4,2828
9277,SAR1A,56681
9278,GADD45A,1647
9279,C4orf45,152940
9280,ZNF280C,55609
9281,IQCE,23288
9282,DHX35,60625
9283,RGS22,26166
9284,RNASEH1,246243
9285,MRPS18A,55168
9286,USP21,27005
9287,ZNF717,100131827
9288,C16orf54,283897
9289,HTR1F,3355
9290,MTF1,4520
9291,FAM210B,116151
9292,GLS2,27165
9293,RAPH1,65059
9294,IRGM,345611
9295,SERTAD1,29950
9296,TFPI,7035
9297,TSHZ3,57616
9298,ARL6IP5,10550
9299,NHSL1,57224
9300,NAPRT,93100
9301,S1PR5,53637
9302,ASAH2B,653308
9303,ATP12A,479
9304,B3GNT2,10678
9305,OR10H3,26532
9306,HADH,3033
9307,SYNE4,163183
9308,TSEN54,283989
9309,ARL13A,392509
9310,PFN1,5216
9311,C1QTNF9,338872
9312,KANSL1,284058
9313,LHX9,56956
9314,SPINK1,6690
9315,SEMA3D,223117
9316,PTX4,390667
9317,CCDC61,729440
9318,COL1A1,1277
9319,MAT2A,4144
9320,NT5DC4,284958
9321,IBSP,3381
9322,LHX6,26468
9323,MT1H,4496
9324,BPNT1,10380
9325,PDE6C,5146
9326,TRAFD1,10906
9327,USH2A,7399
9328,PRR15L,79170
9329,ADAMTSL2,9719
9330,ARMCX4,100131755
9331,CCDC170,80129
9332,EIF4H,7458
9333,CBWD1,55871
9334,STX5,6811
9335,OR8G5,219865
9336,MUC5B,727897
9337,CABP1,9478
9338,TRPC4,7223
9339,RAD51C,5889
9340,SLFNL1,200172
9341,OSBPL11,114885
9342,C9,735
9343,RPL10A,4736
9344,ZNF622,90441
9345,EPB42,2038
9346,WDFY2,115825
9347,LSM5,23658
9348,SLC1A1,6505
9349,NCBP1,4686
9350,LMO4,8543
9351,CDKL1,8814
9352,GPR12,2835
9353,NDST2,8509
9354,C14orf180,400258
9355,ATM,472
9356,LYPD1,116372
9357,RSPH3,83861
9358,ANKIB1,54467
9359,PRICKLE4,29964
9360,ARL5C,390790
9361,DDIAS,220042
9362,COPE,11316
9363,HID1,283987
9364,UTP14C,9724
9365,CKLF-CMTM1,100529251
9366,DPP7,29952
9367,ZNF664,144348
9368,FRZB,2487
9369,CLBA1,122616
9370,PRR13,54458
9371,CDR2,1039
9372,GALNT5,11227
9373,GNAZ,2781
9374,PHPT1,29085
9375,PYDC2,152138
9376,AGAP3,116988
9377,ST6GALNAC4,27090
9378,FAM171B,165215
9379,RNF224,643596
9380,XPO5,57510
9381,CCDC125,202243
9382,THPO,7066
9383,PNO1,56902
9384,NECAP2,55707
9385,CPXM2,119587
9386,DHRS7B,25979
9387,ZNF300,91975
9388,EPHB6,2051
9389,SH3BP4,23677
9390,TECTB,6975
9391,HEPHL1,341208
9392,ASGR1,432
9393,CHAMP1,283489
9394,FCAR,2204
9395,ZFHX4,79776
9396,ALDH1A3,220
9397,MPPE1,65258
9398,PPP2CA,5515
9399,DHFR,1719
9400,SMPDL3A,10924
9401,PYCR3,65263
9402,SBNO2,22904
9403,UNC80,285175
9404,SPOPL,339745
9405,PGLYRP4,57115
9406,PRDM2,7799
9407,SOX13,9580
9408,KCNK10,54207
9409,IL4R,3566
9410,HMSD,284293
9411,RNPEP,6051
9412,ALDH3A2,224
9413,N4BP3,23138
9414,SIRPB2,284759
9415,ASIP,434
9416,KCNC1,3746
9417,VPS53,55275
9418,ANKZF1,55139
9419,CFAP74,85452
9420,VCAN,1462
9421,NR0B2,8431
9422,TM4SF1,4071
9423,OR2M4,26245
9424,PUDP,8226
9425,ISOC1,51015
9426,SPATA16,83893
9427,FSTL5,56884
9428,ZNF280D,54816
9429,DDAH1,23576
9430,GALNT12,79695
9431,TDRD3,81550
9432,TPCN1,53373
9433,PLS3,5358
9434,FAM178B,51252
9435,FSTL4,23105
9436,ZNF784,147808
9437,GSK3B,2932
9438,TMIGD3,57413
9439,SELE,6401
9440,FBXW9,84261
9441,F12,2161
9442,SPRR2D,6703
9443,S100Z,170591
9444,C17orf97,400566
9445,TMC2,117532
9446,CSRNP1,64651
9447,NDNF,79625
9448,FBXL20,84961
9449,ADAM28,10863
9450,RPL35,11224
9451,HIRA,7290
9452,ELK4,2005
9453,FADS1,3992
9454,IGFBP4,3487
9455,RNF2,6045
9456,DDX3Y,8653
9457,RASD1,51655
9458,DHPS,1725
9459,SAYSD1,55776
9460,TUBA3E,112714
9461,MCPH1,79648
9462,DCP1A,55802
9463,CYBRD1,79901
9464,PTPRS,5802
9465,EPHX1,2052
9466,ALPI,248
9467,ZNF343,79175
9468,SKA3,221150
9469,FSD2,123722
9470,MAPK8IP3,23162
9471,JPH3,57338
9472,ZNF385D,79750
9473,YTHDF2,51441
9474,FBXO5,26271
9475,BABAM2,9577
9476,TMSB4X,7114
9477,UGT2A1,10941
9478,RXFP4,339403
9479,MLLT1,4298
9480,CILP2,148113
9481,ZMYM4,9202
9482,SULT4A1,25830
9483,PTAFR,5724
9484,FLG,2312
9485,TUBA1A,7846
9486,TNRC6C,57690
9487,OR2AG1,144125
9488,KRTAP5-10,387273
9489,FAM163B,642968
9490,HHATL,57467
9491,IMP3,55272
9492,FRMPD4,9758
9493,PLAU,5328
9494,PANK1,53354
9495,KNSTRN,90417
9496,FAXC,84553
9497,TMEM192,201931
9498,CELF3,11189
9499,HOXB6,3216
9500,TGM6,343641
9501,GPX3,2878
9502,TMEM14B,81853
9503,BRF2,55290
9504,RAB11FIP2,22841
9505,DGCR6L,85359
9506,EPHB4,2050
9507,ZNF202,7753
9508,NKX2-3,159296
9509,ARF4,378
9510,VPS8,23355
9511,IL2RG,3561
9512,GIPC3,126326
9513,ZMYND12,84217
9514,IFI6,2537
9515,DDIT3,1649
9516,LILRB1,10859
9517,SETD7,80854
9518,CCNE2,9134
9519,AGK,55750
9520,CCL19,6363
9521,KAZN,23254
9522,MRPS18C,51023
9523,ANGPT4,51378
9524,CDH13,1012
9525,PPY,5539
9526,SASH3,54440
9527,SDR16C5,195814
9528,STMP1,647087
9529,SYNGR2,9144
9530,WRNIP1,56897
9531,CHCHD7,79145
9532,MAP1A,4130
9533,DPM2,8818
9534,TPM4,7171
9535,OPHN1,4983
9536,GRIK4,2900
9537,RFXAP,5994
9538,CABP5,56344
9539,PLCL1,5334
9540,LTB4R,1241
9541,AGA,175
9542,RIBC1,158787
9543,GCC2,9648
9544,FREM3,166752
9545,SMTN,6525
9546,BEND5,79656
9547,ARL5B,221079
9548,SPCS1,28972
9549,ASS1,445
9550,SERTAD3,29946
9551,RNASE11,122651
9552,TLR9,54106
9553,LPIN1,23175
9554,NDUFS6,4726
9555,OR2J1,442185
9556,HENMT1,113802
9557,MAD2L1BP,9587
9558,TMEM225,338661
9559,CEACAM6,4680
9560,NTRK1,4914
9561,FKBP1B,2281
9562,DNAJC24,120526
9563,TBX18,9096
9564,ZNF543,125919
9565,IFNA7,3444
9566,CA3,761
9567,LENEP,55891
9568,CTBP1,1487
9569,EIF3I,8668
9570,PTOV1,53635
9571,C19orf38,255809
9572,UPP2,151531
9573,TEX261,113419
9574,TRIM33,51592
9575,PKMYT1,9088
9576,KY,339855
9577,RSBN1,54665
9578,BCAT2,587
9579,SPATS1,221409
9580,MON2,23041
9581,RPL26L1,51121
9582,MPLKIP,136647
9583,MKRN2OS,100129480
9584,DNAJB5,25822
9585,CDADC1,81602
9586,UBE2E3,10477
9587,FHOD3,80206
9588,OR10P1,121130
9589,PPP2R5B,5526
9590,LAMP5,24141
9591,CUTC,51076
9592,CHUK,1147
9593,KRT6A,3853
9594,RNF166,115992
9595,RRAS,6237
9596,IRX2,153572
9597,CCDC77,84318
9598,SLC41A2,84102
9599,RPS15A,6210
9600,DNAJB1,3337
9601,SYCP2,10388
9602,SLC25A31,83447
9603,LY86,9450
9604,C8orf88,100127983
9605,PRH2,5555
9606,MAGEC3,139081
9607,OR6C68,403284
9608,KCNC2,3747
9609,ZNF527,84503
9610,ARHGAP10,79658
9611,TMEM170A,124491
9612,LMLN,89782
9613,PNRC1,10957
9614,PNP,4860
9615,KCTD4,386618
9616,KRTAP26-1,388818
9617,EMB,133418
9618,AKAP7,9465
9619,IAPP,3375
9620,MAGEA4,4103
9621,UBALD1,124402
9622,CD8B,926
9623,DEFB121,245934
9624,POF1B,79983
9625,GAS2L2,246176
9626,PTMA,5757
9627,NSMAF,8439
9628,GDPD4,220032
9629,MIGA2,84895
9630,GSTA5,221357
9631,PRDM1,639
9632,ELOF1,84337
9633,MRPS33,51650
9634,STK38,11329
9635,PRPF8,10594
