,gene_name,entrez_id
4077,NUP153,9972
4078,MMAB,326625
4079,FFAR4,338557
4080,UBE2L6,9246
4081,MDM4,4194
4082,SLC8A1,6546
4083,LLCFC1,135927
4084,NDUFS5,4725
4085,TPD52L1,7164
4086,BCO1,53630
4087,ARFIP2,23647
4088,THEM4,117145
4089,PTCD3,55037
4090,OR2V2,285659
4091,C22orf23,84645
4092,TRAF3IP3,80342
4093,C11orf53,341032
4094,PRMT8,56341
4095,POC1B-GALNT4,100528030
4096,USP25,29761
4097,PAXIP1,22976
4098,SECTM1,6398
4099,LXN,56925
4100,IFI35,3430
4101,MFSD8,256471
4102,PNPLA4,8228
4103,AAK1,22848
4104,TMEM71,137835
4105,AK1,203
4106,CX3CL1,6376
4107,FBRSL1,57666
4108,PRR27,401137
4109,FAM199X,139231
4110,RBM3,5935
4111,RBSN,64145
4112,PPP1R11,6992
4113,OBSCN,84033
4114,ZNF169,169841
4115,WIPF2,147179
4116,OR2T8,343172
4117,NKAIN1,79570
4118,TMEM106A,113277
4119,YIF1B,90522
4120,NUP62,23636
4121,TAS2R31,259290
4122,ZDHHC22,283576
4123,PALM3,342979
4124,LY6H,4062
4125,HIPK2,28996
4126,OR4F21,441308
4127,STX18,53407
4128,TLX3,30012
4129,CIT,11113
4130,TUBB3,10381
4131,ZNF493,284443
4132,RNF122,79845
4133,DNAJC9,23234
4134,GDPD1,284161
4135,ZNRF1,84937
4136,CFAP298,56683
4137,TSPAN18,90139
4138,KLHL25,64410
4139,CYB5R3,1727
4140,PCLO,27445
4141,GAGE12J,729396
4142,AHI1,54806
4143,CCDC42,146849
4144,AADAC,13
4145,LURAP1L,286343
4146,NBPF14,25832
4147,DPY30,84661
4148,PAK4,10298
4149,MRGPRG,386746
4150,SSRP1,6749
4151,VPS51,738
4152,NDUFAF7,55471
4153,PSORS1C2,170680
4154,CXorf66,347487
4155,EGF,1950
4156,TMEM132C,92293
4157,STON1,11037
4158,VPS72,6944
4159,ZFPM2,23414
4160,SCN7A,6332
4161,OAS1,4938
4162,UBALD2,283991
4163,DNAJB14,79982
4164,COL12A1,1303
4165,OR2F2,135948
4166,NUTM2B,729262
4167,MXRA8,54587
4168,RUFY2,55680
4169,OR52E5,390082
4170,AKIRIN1,79647
4171,CLEC4C,170482
4172,KCNQ5,56479
4173,SAPCD2,89958
4174,DERL2,51009
4175,SNRPB,6628
4176,SGCD,6444
4177,SLC6A16,28968
4178,RND1,27289
4179,RGL3,57139
4180,B3GAT2,135152
4181,KIAA1328,57536
4182,CHST8,64377
4183,LINS1,55180
4184,ACSL5,51703
4185,DHX32,55760
4186,CACNG2,10369
4187,COL4A1,1282
4188,ARID3C,138715
4189,STYXL1,51657
4190,ITIH2,3698
4191,PDIA2,64714
4192,HBA2,3040
4193,ARHGEF18,23370
4194,CST4,1472
4195,CCNQ,92002
4196,PTPN12,5782
4197,HDHD3,81932
4198,UPF1,5976
4199,PAPSS1,9061
4200,RPS21,6227
4201,CHRM1,1128
4202,IRGC,56269
4203,PHETA2,150368
4204,NFIA,4774
4205,FBXO30,84085
4206,GPR182,11318
4207,FAM205A,259308
4208,SERPINB2,5055
4209,RPS14,6208
4210,HSF4,3299
4211,SLC39A14,23516
4212,MINDY4,84182
4213,GALT,2592
4214,HORMAD2,150280
4215,CFAP100,348807
4216,SERPINB7,8710
4217,NPFF,8620
4218,UCP3,7352
4219,ITGB1,3688
4220,GRIA4,2893
4221,WSB2,55884
4222,SETD3,84193
4223,TAPT1,202018
4224,GRM1,2911
4225,VMA21,203547
4226,MED8,112950
4227,ETFA,2108
4228,ZPBP2,124626
4229,GLMN,11146
4230,WDR72,256764
4231,LUZP1,7798
4232,DMAC2,55101
4233,IFNL1,282618
4234,C9orf16,79095
4235,CLEC19A,728276
4236,ETV6,2120
4237,DCAF5,8816
4238,C17orf49,124944
4239,KCNG3,170850
4240,IL31,386653
4241,PSCA,8000
4242,KRTAP2-3,730755
4243,CRISPLD2,83716
4244,ANXA1,301
4245,ZNF507,22847
4246,RRAGC,64121
4247,CCDC74A,90557
4248,HNRNPCL1,343069
4249,SCO2,9997
4250,SYT16,83851
4251,AKT1S1,84335
4252,ATP5PF,522
4253,MYOCD,93649
4254,PFKFB4,5210
4255,CTNNBL1,56259
4256,UFL1,23376
4257,CD72,971
4258,FUNDC2,65991
4259,SEMA4A,64218
4260,NUCB2,4925
4261,ZNF501,115560
4262,CCT6A,908
4263,SNX29,92017
4264,TMEM178B,100507421
4265,LPAR4,2846
4266,GMPPB,29925
4267,COP1,64326
4268,SMARCC2,6601
4269,KRTAP2-1,81872
4270,TOR1AIP1,26092
4271,PTPRN2,5799
4272,CCND2,894
4273,EFEMP1,2202
4274,NOD2,64127
4275,OR4Q3,441669
4276,LIF,3976
4277,ATOH7,220202
4278,ICE2,79664
4279,NEU2,4759
4280,PCSK1N,27344
4281,ESPL1,9700
4282,MICU1,10367
4283,DSN1,79980
4284,TIGD2,166815
4285,PPFIA1,8500
4286,KCNS1,3787
4287,NPAS2,4862
4288,PAFAH2,5051
4289,KCND2,3751
4290,CCDC18,343099
4291,CCNJ,54619
4292,GOLGA4,2803
4293,GFPT1,2673
4294,ANKEF1,63926
4295,C14orf28,122525
4296,TSTA3,7264
4297,DAGLB,221955
4298,ZNF131,7690
4299,COL9A2,1298
4300,CAB39L,81617
4301,UBE2V1,7335
4302,TFF2,7032
4303,PTK2,5747
4304,WHRN,25861
4305,OR56B1,387748
4306,MRM1,79922
4307,SH2D3A,10045
4308,RSU1,6251
4309,RBFOX1,54715
4310,SNN,8303
4311,IFNAR2,3455
4312,RAP2B,5912
4313,CHN2,1124
4314,CENPQ,55166
4315,VWA5B1,127731
4316,RAD23B,5887
4317,FAM168A,23201
4318,GPATCH2,55105
4319,DENND4C,55667
4320,PEMT,10400
4321,DHODH,1723
4322,IL12RB2,3595
4323,SCGB1D4,404552
4324,ARCN1,372
4325,UMODL1,89766
4326,SAGE1,55511
4327,SEPSECS,51091
4328,LGI1,9211
4329,OR5D18,219438
4330,GRIN2A,2903
4331,MIDN,90007
4332,SLIT1,6585
4333,CCDC190,339512
4334,CRB1,23418
4335,PECR,55825
4336,CEP70,80321
4337,LY6G5B,58496
4338,HTR1E,3354
4339,EXOC7,23265
4340,TTC37,9652
4341,BTBD11,121551
4342,PLA2G2A,5320
4343,FAM155A,728215
4344,OR5H15,403274
4345,SRPK1,6732
4346,OR2G3,81469
4347,GIMAP5,55340
4348,POLA1,5422
4349,MAGEB1,4112
4350,LCE3B,353143
4351,PSG3,5671
4352,NUPR2,389493
4353,SSR2,6746
4354,RHOB,388
4355,LMTK2,22853
4356,GMEB1,10691
4357,DRD1,1812
4358,OR2L8,391190
4359,TRIM2,23321
4360,RPL13,6137
4361,MYOF,26509
4362,ACTN3,89
4363,IAH1,285148
4364,SCAMP5,192683
4365,IFT140,9742
4366,ASB4,51666
4367,DENND2A,27147
4368,DCUN1D4,23142
4369,IGSF21,84966
4370,HACD2,201562
4371,NGF,4803
4372,CDK2,1017
4373,JCAD,57608
4374,AHSA1,10598
4375,NME4,4833
4376,ALG10B,144245
4377,KIAA2013,90231
4378,GPR137C,283554
4379,TNFSF8,944
4380,BMPR1A,657
4381,C19orf25,148223
4382,KAT14,57325
4383,TMEM132A,54972
4384,KDR,3791
4385,C10orf82,143379
4386,OR10C1,442194
4387,MINDY1,55793
4388,DHRS11,79154
4389,CARTPT,9607
4390,FSD1L,83856
4391,RHOU,58480
4392,ERGIC3,51614
4393,CACNA2D2,9254
4394,CYB5R4,51167
4395,MOXD1,26002
4396,ZDHHC17,23390
4397,MEGF11,84465
4398,MAP3K8,1326
4399,GPR39,2863
4400,ZNF250,58500
4401,MLANA,2315
4402,WNK4,65266
4403,MYT1L,23040
4404,RNF144A,9781
4405,FAM228B,375190
4406,ASPG,374569
4407,EID1,23741
4408,CYP2C18,1562
4409,MTIF3,219402
4410,RASGRP4,115727
4411,CHRNA2,1135
4412,PILRB,29990
4413,RAB3B,5865
4414,SPATA32,124783
4415,CNTN1,1272
4416,CHN1,1123
4417,TCL1A,8115
4418,KRT28,162605
4419,APOBEC3B,9582
4420,SCHIP1,29970
4421,RPL32,6161
4422,FBXW4,6468
4423,SORCS1,114815
4424,IL23R,149233
4425,PRR32,100130613
4426,OR13A1,79290
4427,SMARCD2,6603
4428,FATE1,89885
4429,SERPINB1,1992
4430,DKC1,1736
4431,GRM4,2914
4432,SLC4A5,57835
4433,ERAP2,64167
4434,PIP4K2C,79837
4435,GMPPA,29926
4436,VPS16,64601
4437,ARHGEF17,9828
4438,POLE4,56655
4439,ST8SIA4,7903
4440,SRSF12,135295
4441,GPA33,10223
4442,NRXN2,9379
4443,UBE2L5,171222
4444,SLC38A6,145389
4445,ALDOC,230
4446,NEURL2,140825
4447,SIPA1L1,26037
4448,MTERF2,80298
4449,CD40,958
4450,ADGB,79747
4451,MS4A6E,245802
4452,CYB561A3,220002
4453,NRM,11270
4454,OR5AS1,219447
4455,PDPK1,5170
4456,ANTXR1,84168
4457,RAD51D,5892
4458,P2RY13,53829
4459,SDC3,9672
4460,PRSS48,345062
4461,CCDC122,160857
4462,ETV4,2118
4463,PEX11A,8800
4464,SHB,6461
4465,BLOC1S2,282991
4466,TM6SF2,53345
4467,USP17L21,100287478
4468,UCK2,7371
4469,NREP,9315
4470,GPX5,2880
4471,TBR1,10716
4472,PLK3,1263
4473,STEAP3,55240
4474,PPP4R3B,57223
4475,OR5H1,26341
4476,ARSI,340075
4477,EDA,1896
4478,MLNR,2862
4479,NCOR1,9611
4480,GPR142,350383
4481,SAMHD1,25939
4482,MAL2,114569
4483,MKS1,54903
4484,AVPR1B,553
4485,SGF29,112869
4486,ACAT2,39
4487,TMED9,54732
4488,RNASEL,6041
4489,TRIM65,201292
4490,XKR9,389668
4491,TTC12,54970
4492,SLC35F2,54733
4493,FAM229A,100128071
4494,GGT2,728441
4495,TIGIT,201633
4496,SLCO2A1,6578
4497,FBP2,8789
4498,SATL1,340562
4499,SYTL1,84958
4500,FCRL6,343413
4501,ABL2,27
4502,ACVRL1,94
4503,PIK3R6,146850
4504,EAF1,85403
4505,RAB19,401409
4506,MTO1,25821
4507,EXOC6B,23233
4508,RXRB,6257
4509,WAC,51322
4510,CEBPZOS,100505876
4511,ZNF322,79692
4512,EMC9,51016
4513,MYLPF,29895
4514,ZNF7,7553
4515,C16orf82,162083
4516,ANKFY1,51479
4517,ABCG2,9429
4518,FAM91A1,157769
4519,UNG,7374
4520,RFPL3,10738
4521,GLIS2,84662
4522,SCOC,60592
4523,PTPN22,26191
4524,SNX14,57231
4525,TUBB4A,10382
4526,PLCH2,9651
4527,EMC1,23065
4528,SLC35D1,23169
4529,ACTR6,64431
4530,INPP5A,3632
4531,GRB7,2886
4532,WSB1,26118
4533,CNIH3,149111
4534,CENPH,64946
4535,ETFRF1,144363
4536,PRR14L,253143
4537,MYO9B,4650
4538,LAMA3,3909
4539,GALNT1,2589
4540,OR4C12,283093
4541,ZNF596,169270
4542,PRRG3,79057
4543,CEP89,84902
4544,CDH3,1001
4545,TNK1,8711
4546,TRPV4,59341
4547,INTS11,54973
4548,GBP2,2634
4549,NDST3,9348
4550,ABCF1,23
4551,PLA2G4D,283748
4552,ZNF665,79788
4553,CCDC51,79714
4554,ERVFRD-1,405754
4555,TRAM1L1,133022
4556,SLC52A3,113278
4557,SEC14L3,266629
4558,FGF13,2258
4559,ITPK1,3705
4560,C8orf37,157657
4561,ARMH2,101928603
4562,SKOR2,652991
4563,SP9,100131390
4564,SLCO3A1,28232
4565,RAB40AL,282808
4566,KRT35,3886
4567,CSNK1E,1454
4568,GGH,8836
4569,TMEM182,130827
4570,NIPAL4,348938
4571,GOLGA8N,643699
4572,KIF15,56992
4573,COX7A1,1346
4574,QRFP,347148
4575,MAFA,389692
4576,TMEM256,254863
4577,TUBGCP2,10844
4578,HAUS7,55559
4579,NSMCE1,197370
4580,SLC9B2,133308
4581,TRA2A,29896
4582,COX15,1355
4583,SLC25A43,203427
4584,PRAMEF33,645382
4585,TOR1B,27348
4586,KRTAP13-4,284827
4587,DENND1B,163486
4588,KIF9,64147
4589,TOR3A,64222
4590,PIK3C2G,5288
4591,GATA2,2624
4592,TTR,7276
4593,CTNND2,1501
4594,RAB42,115273
4595,KRT3,3850
4596,MAGEC2,51438
4597,ABCC3,8714
4598,SALL3,27164
4599,LRIT2,340745
4600,CCDC150,284992
4601,C12orf50,160419
4602,BCL2L2,599
4603,OR5I1,10798
4604,PSG11,5680
4605,PARP4,143
4606,CERK,64781
4607,INF2,64423
4608,ZSCAN5A,79149
4609,CLDN1,9076
4610,NAV3,89795
4611,CDKL2,8999
4612,C8orf74,203076
4613,TFAP2E,339488
4614,NUP214,8021
4615,ELMO3,79767
4616,CCL27,10850
4617,ZC3H8,84524
4618,LCT,3938
4619,GIT1,28964
4620,SLC4A1AP,22950
4621,NOL7,51406
4622,ALPK3,57538
4623,AMTN,401138
4624,IQUB,154865
4625,C4orf36,132989
4626,SERPINB12,89777
4627,PLP2,5355
4628,THOP1,7064
4629,ESR2,2100
4630,PRAMEF14,729528
4631,PGK1,5230
4632,GLO1,2739
4633,CLEC4M,10332
4634,EPS8L2,64787
4635,ADAT1,23536
4636,SLC22A25,387601
4637,PSG9,5678
4638,BARD1,580
4639,HBG2,3048
4640,TRIM11,81559
4641,STAG3,10734
4642,GLB1L,79411
4643,ACOT7,11332
4644,INPP4A,3631
4645,C4BPA,722
4646,SLCO1B3,28234
4647,SCG5,6447
4648,SLC30A4,7782
4649,GAD1,2571
4650,COL3A1,1281
4651,ACKR3,57007
4652,CYSTM1,84418
4653,HLA-G,3135
4654,ATP6AP1,537
4655,FAM174B,400451
4656,MTFP1,51537
4657,PRKCE,5581
4658,CELA2A,63036
4659,CHMP2A,27243
4660,TMEM45A,55076
4661,GNA11,2767
4662,CEP72,55722
4663,AP1B1,162
4664,SNRNP48,154007
4665,C5AR1,728
4666,ZNF496,84838
4667,EFCAB11,90141
4668,XKR6,286046
4669,PCBP1,5093
4670,GBA,2629
4671,COG5,10466
4672,KYAT1,883
4673,SCP2D1,140856
4674,BIRC5,332
4675,TALDO1,6888
4676,RNF13,11342
4677,WDR13,64743
4678,MAGEB18,286514
4679,SNX11,29916
4680,DMRTA2,63950
4681,AGAP5,729092
4682,TERF2IP,54386
4683,HK1,3098
4684,CEACAM20,125931
4685,CTBS,1486
4686,AGTR1,185
4687,ST8SIA5,29906
4688,C3,718
4689,CYB561D1,284613
4690,NPIPB3,23117
4691,ADRA2C,152
4692,RASA2,5922
4693,ERMAP,114625
4694,MICA,100507436
4695,WNT9B,7484
4696,SNCAIP,9627
4697,FCN2,2220
4698,ATP5IF1,93974
4699,KIRREL2,84063
4700,TFF3,7033
4701,HOXA1,3198
4702,DNASE2,1777
4703,NIPAL3,57185
4704,CCND3,896
4705,MACROD1,28992
4706,IGFL3,388555
4707,ZNHIT3,9326
4708,EFCAB12,90288
4709,NAT8,9027
4710,LIN7B,64130
4711,PCTP,58488
4712,ZBTB37,84614
4713,COQ4,51117
4714,EIF3H,8667
4715,S100PBP,64766
4716,PRTFDC1,56952
4717,OR4M1,441670
4718,LGSN,51557
4719,BLM,641
4720,ZNF582,147948
4721,GABRA6,2559
4722,KAT5,10524
4723,PDAP1,11333
4724,FHL1,2273
4725,USP10,9100
4726,ZNF324B,388569
4727,OGDHL,55753
4728,OTOG,340990
4729,ZSCAN29,146050
4730,SLC35F3,148641
4731,ZSWIM2,151112
4732,MCM3AP,8888
4733,DNAJC5B,85479
4734,CHST14,113189
4735,CYSLTR2,57105
4736,NOP58,51602
4737,BUD31,8896
4738,GDNF,2668
4739,FAM86B2,653333
4740,SLC25A25,114789
4741,TKTL1,8277
4742,RGS16,6004
4743,RPH3A,22895
4744,STRADA,92335
4745,BMP8B,656
4746,DDHD2,23259
4747,EZH1,2145
4748,ADNP2,22850
4749,PLEKHM2,23207
4750,DBP,1628
4751,LAMC2,3918
4752,SENP3,26168
4753,CENPBD1,92806
4754,C2orf78,388960
4755,SLC9A3R2,9351
4756,SAA1,6288
4757,KCNH8,131096
4758,DISP2,85455
4759,SOCS2,8835
4760,LAD1,3898
4761,DDHD1,80821
4762,DCN,1634
4763,MED21,9412
4764,MGP,4256
4765,SF3A2,8175
4766,CACNG7,59284
4767,MRPL35,51318
4768,C1orf54,79630
4769,GPR155,151556
4770,GATD1,347862
4771,TMEM86A,144110
4772,MYH14,79784
4773,PIK3CB,5291
4774,C8orf89,100130301
4775,FLOT2,2319
4776,NIPA2,81614
4777,MATN1,4146
4778,CUEDC2,79004
4779,MGAM,8972
4780,DUOXA1,90527
4781,DEFB119,245932
4782,CXorf65,158830
4783,EFCC1,79825
4784,NUTM1,256646
4785,UBE2W,55284
4786,ALDH1L2,160428
4787,LCE1E,353135
4788,ZC3H7A,29066
4789,ZNF652,22834
4790,ITGB2,3689
4791,PPP1R42,286187
4792,CT47B1,643311
4793,CTSG,1511
4794,FAT3,120114
4795,ISG20,3669
4796,ABCA10,10349
4797,RGS21,431704
4798,ATF2,1386
4799,AP3B2,8120
4800,SMC3,9126
4801,UGGT1,56886
4802,FNDC4,64838
4803,C3AR1,719
4804,TMEM179B,374395
4805,TECR,9524
4806,FEM1C,56929
4807,TMEM245,23731
4808,AUTS2,26053
4809,ZMPSTE24,10269
4810,RHOC,389
4811,RHOT1,55288
4812,AZIN2,113451
4813,SLC31A1,1317
4814,SERPINA6,866
4815,C9orf50,375759
4816,SLC5A2,6524
4817,KIF5C,3800
4818,LAMTOR2,28956
4819,MSH3,4437
4820,SLC6A18,348932
4821,DMRTB1,63948
4822,ZNF623,9831
4823,POPDC2,64091
4824,CBX1,10951
4825,ARPC1A,10552
4826,ZZEF1,23140
4827,FAU,2197
4828,FEM1A,55527
4829,TAF2,6873
4830,IL11,3589
4831,TBC1D31,93594
4832,RASSF6,166824
4833,BTG2,7832
4834,ZFP41,286128
4835,WWC2,80014
4836,TMEM201,199953
4837,ZNF518A,9849
4838,SACM1L,22908
4839,LEPR,3953
4840,LRCH3,84859
4841,PGLYRP2,114770
4842,ANKRD36B,57730
4843,PTPRJ,5795
4844,CEP57,9702
4845,MED29,55588
4846,HJURP,55355
4847,RFPL4AL1,729974
4848,GRM5,2915
4849,WDR18,57418
4850,SCARA3,51435
4851,PKD1,5310
4852,RILP,83547
4853,EXOC3,11336
4854,MALSU1,115416
4855,MED4,29079
4856,TTC6,319089
4857,AKAP5,9495
4858,IER5L,389792
4859,SEMA3B,7869
4860,TPD52L2,7165
4861,PLAA,9373
4862,NMB,4828
4863,TRIM62,55223
4864,PIK3R2,5296
4865,JPH2,57158
4866,URGCP-MRPS24,100534592
4867,PAPSS2,9060
4868,KAAG1,353219
4869,KCNH7,90134
4870,BCAS4,55653
4871,IRF2BPL,64207
4872,MRPS26,64949
4873,NECTIN1,5818
4874,PIANP,196500
4875,USP6NL,9712
4876,PLCG2,5336
4877,ARID3A,1820
4878,VSTM1,284415
4879,TMEM131,23505
4880,EIF4EBP2,1979
4881,WFDC13,164237
4882,NPIPA5,100288332
4883,ACOX2,8309
4884,ALS2,57679
4885,ZNF595,152687
4886,NXN,64359
4887,OR6C3,254786
4888,NLRP5,126206
4889,SBF2,81846
4890,MGAT4B,11282
4891,RBBP8,5932
4892,ZNF239,8187
4893,KRT82,3888
4894,KIAA0895L,653319
4895,RBPMS2,348093
4896,TRMT10A,93587
4897,IGLON5,402665
4898,ASXL1,171023
4899,YBX3,8531
4900,ADORA2B,136
4901,ADCYAP1R1,117
4902,ARHGAP4,393
4903,SLURP1,57152
4904,PC,5091
4905,SLC37A4,2542
4906,ZNF808,388558
4907,AP3D1,8943
4908,SPOCK2,9806
4909,ZNF514,84874
4910,RFPL1,5988
4911,GOSR1,9527
4912,NR0B1,190
4913,NKAIN4,128414
4914,GDPD5,81544
4915,MMP3,4314
4916,SPPL3,121665
4917,COCH,1690
4918,ITGB1BP1,9270
4919,ZNF341,84905
4920,STAB1,23166
4921,RAP2C,57826
4922,TBRG1,84897
4923,LACRT,90070
4924,NOL8,55035
4925,CLN8,2055
4926,RNF165,494470
4927,TCF25,22980
4928,VEGFB,7423
4929,FAT1,2195
4930,CALM1,801
4931,LYZ,4069
4932,NME1,4830
4933,INTS8,55656
4934,DCPS,28960
4935,OLIG3,167826
4936,SRP14,6727
4937,STMN3,50861
4938,INPP4B,8821
4939,TRIM48,79097
4940,ERICH5,203111
4941,TRMT2B,79979
4942,SLC30A8,169026
4943,KAT6B,23522
4944,ARGFX,503582
4945,HNRNPC,3183
4946,CDIPT,10423
4947,OR1I1,126370
4948,TPX2,22974
4949,NEK5,341676
4950,AACS,65985
4951,PACS1,55690
4952,PRPF6,24148
4953,SPPL2A,84888
4954,PYGL,5836
4955,RPS13,6207
4956,C2CD3,26005
4957,CXCR4,7852
4958,EIF2B1,1967
4959,FBXL8,55336
4960,ZDHHC8,29801
4961,ZNF765,91661
4962,TAOK2,9344
4963,OR56A5,390084
4964,SLC38A5,92745
4965,SERPINA5,5104
4966,C1S,716
4967,CCDC85C,317762
4968,SYNGR3,9143
4969,SLC25A22,79751
4970,VEZF1,7716
4971,ACADL,33
4972,ABCE1,6059
4973,GPR107,57720
4974,DMKN,93099
4975,FAM81A,145773
4976,RUSC2,9853
4977,DGAT1,8694
4978,TAZ,6901
4979,SMIM30,401397
4980,SLC51A,200931
4981,AMOTL1,154810
4982,FOXRED1,55572
4983,EXOC3L2,90332
4984,TAT,6898
4985,UTP14A,10813
4986,PSMC6,5706
4987,ZBED8,63920
4988,CBX3,11335
4989,STAR,6770
4990,SORCS3,22986
4991,GDF5,8200
4992,USP54,159195
4993,OR6Y1,391112
4994,PLCD4,84812
4995,MTTP,4547
4996,KCNQ4,9132
4997,TNS2,23371
4998,TMEM165,55858
4999,TBX15,6913
5000,COMP,1311
5001,POLR2H,5437
5002,ZNF572,137209
5003,GEMIN8,54960
5004,PER1,5187
5005,SPATA4,132851
5006,NPIPB6,728741
5007,TMEM184A,202915
5008,STK11IP,114790
5009,SHISAL2B,100132916
5010,SPATC1,375686
5011,CKAP5,9793
5012,CFAP61,26074
5013,ORMDL3,94103
5014,SH2D4A,63898
5015,ACSS2,55902
5016,XYLT1,64131
5017,NCALD,83988
5018,NFE2,4778
5019,RHBDL3,162494
5020,CEP126,57562
5021,CYP1B1,1545
5022,GPRC5D,55507
5023,WDFY3,23001
5024,SNF8,11267
5025,EIF4A2,1974
5026,PDE1B,5153
5027,ZNF227,7770
5028,TRIM77,390231
5029,KIF12,113220
5030,TWIST2,117581
5031,TRO,7216
5032,MFSD9,84804
5033,CLC,1178
5034,PLPP6,403313
5035,GPR32,2854
5036,SMYD5,10322
5037,FOXR2,139628
5038,UNCX,340260
5039,GRIN2B,2904
5040,ZNF823,55552
5041,AMN,81693
5042,GFOD1,54438
5043,RAB30,27314
5044,RGPD3,653489
5045,BPIFA2,140683
5046,COL9A3,1299
5047,MYBL1,4603
5048,CLEC18A,348174
5049,PRRG2,5639
5050,PPP1R3E,90673
5051,CTDSP2,10106
5052,SAE1,10055
5053,NSFL1C,55968
5054,JAG2,3714
5055,SIPA1L3,23094
5056,PACSIN2,11252
5057,ZNF705A,440077
5058,ELSPBP1,64100
5059,ACP4,93650
5060,PGF,5228
5061,KDM4D,55693
5062,XAGE3,170626
5063,GGPS1,9453
5064,BLID,414899
5065,CD3E,916
5066,RAB21,23011
5067,TSPOAP1,9256
5068,IQCD,115811
5069,HOPX,84525
5070,MDM1,56890
5071,MMS22L,253714
5072,STON2,85439
5073,MAP4K2,5871
5074,CA5B,11238
5075,S100A14,57402
5076,MMP15,4324
5077,ACTRT3,84517
5078,ZNF688,146542
5079,SNX6,58533
5080,DSG1,1828
5081,SCGB2A2,4250
5082,TMTC2,160335
5083,ARHGAP1,392
5084,PATE1,160065
5085,C17orf78,284099
5086,DPF2,5977
5087,ZBED3,84327
5088,NIPBL,25836
5089,IL5,3567
5090,MVB12A,93343
5091,F13A1,2162
5092,TDRD7,23424
5093,ATG4A,115201
5094,AGMAT,79814
5095,PM20D1,148811
5096,ZNF605,100289635
5097,CEACAM16,388551
5098,LONRF2,164832
5099,CABLES2,81928
5100,LRRC32,2615
5101,MUC7,4589
5102,PLXNB2,23654
5103,TM2D3,80213
5104,SYT11,23208
5105,ZNF441,126068
5106,PIGU,128869
5107,C1QL1,10882
5108,SPARCL1,8404
5109,NRG1,3084
5110,OR51B2,79345
5111,PARM1,25849
5112,SYDE2,84144
5113,DIP2C,22982
5114,ANKRD37,353322
5115,CACNA2D3,55799
5116,CLPSL2,389383
5117,JAZF1,221895
5118,OR6C1,390321
5119,GCM1,8521
5120,SLC25A26,115286
5121,PUS1,80324
5122,MBNL3,55796
5123,HMGB2,3148
5124,PACRGL,133015
5125,RANBP17,64901
5126,AFDN,4301
5127,CSGALNACT2,55454
5128,RRAGA,10670
5129,CD33,945
5130,TBX20,57057
5131,PEX7,5191
5132,C12orf29,91298
5133,ZNF736,728927
5134,GATA6,2627
5135,WDR34,89891
5136,GPR143,4935
5137,CEP83,51134
5138,IL17A,3605
5139,NOTCH1,4851
5140,OPCML,4978
5141,FXYD1,5348
5142,POMK,84197
5143,PTAR1,375743
5144,GREB1L,80000
5145,FBXW11,23291
5146,KXD1,79036
5147,DXO,1797
5148,MR1,3140
5149,DNAAF4,161582
5150,NPAS1,4861
5151,FARP2,9855
5152,TRIM49B,283116
5153,CETN2,1069
5154,DYRK4,8798
5155,PSKH1,5681
5156,LPA,4018
5157,S100A7,6278
5158,LRRC37A,9884
5159,FBXO46,23403
5160,ZNF546,339327
5161,NME8,51314
5162,TRMU,55687
5163,ZNF727,442319
5164,PBRM1,55193
5165,ZNF548,147694
5166,AADACL3,126767
5167,RUFY4,285180
5168,LACC1,144811
5169,NOL3,8996
5170,DRAM1,55332
5171,NRN1L,123904
5172,PRR20B,729233
5173,TBX1,6899
5174,RWDD1,51389
5175,PEG10,23089
5176,CCDC198,55195
5177,CHD4,1108
5178,XPOT,11260
5179,MAOB,4129
5180,SVIP,258010
5181,OR51E2,81285
5182,TDRD12,91646
5183,TMEM198,130612
5184,ADIG,149685
5185,PPIL1,51645
5186,SLC22A15,55356
5187,APAF1,317
5188,STK24,8428
5189,LRSAM1,90678
5190,PTP4A2,8073
5191,ANKS4B,257629
5192,UBP1,7342
5193,ZNF843,283933
5194,UBE2M,9040
5195,TRIM49,57093
5196,IQCF5,389124
5197,IMPACT,55364
5198,EIF1B,10289
5199,LRFN5,145581
5200,UQCC2,84300
5201,KRTAP9-1,728318
5202,ABCC4,10257
5203,KRT72,140807
5204,SLFN13,146857
5205,CHST5,23563
5206,RIMKLA,284716
5207,RASSF5,83593
5208,LHX3,8022
5209,DEPDC1,55635
5210,EPB41L4B,54566
5211,PCDH10,57575
5212,BMF,90427
5213,PGA5,5222
5214,CHMP7,91782
5215,ARID1A,8289
5216,OR9I1,219954
5217,CTRC,11330
5218,LGALS8,3964
5219,PRPF31,26121
5220,TNFSF13B,10673
5221,PROX1,5629
5222,ERMN,57471
5223,TNP1,7141
5224,MAJIN,283129
5225,TBC1D24,57465
5226,ZMYM5,9205
5227,LRRC3C,100505591
5228,C17orf75,64149
5229,ANKRD13B,124930
5230,TCF3,6929
5231,SLC8A2,6543
5232,KRTAP10-12,386685
5233,FZD9,8326
5234,SCAMP1,9522
5235,C5orf58,133874
5236,KRIT1,889
5237,SH3GL2,6456
5238,C1orf105,92346
5239,BEAN1,146227
5240,UPK1B,7348
5241,EPN1,29924
5242,KLHL21,9903
5243,PRM1,5619
5244,IL22RA1,58985
5245,SMYD3,64754
5246,NT5C1B-RDH14,100526794
5247,ZNF530,348327
5248,NODAL,4838
5249,USP33,23032
5250,OR56A4,120793
